Well,ID,target_name,Amp Score,Amp Status,Task,Cq,Cq_mean,Cq Standard Deviation,Quantity,quantity_mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit,Plate
D8,148,DWV,1.338,Amp,UNKNOWN,28.071,28.088,0.024,102.542,101.409,1.602,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,23,FALSE,37
G8,148,ACTIN,1.448,Amp,UNKNOWN,16.095,16.301,0.291,515143.88,455297,84636.29,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
H8,148,ACTIN,1.444,Amp,UNKNOWN,16.507,16.301,0.291,395450.1,455297,84636.29,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
C11,149,DWV,1.335,Amp,UNKNOWN,26.372,27.226,1.208,308.043,204.973,145.762,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,21,FALSE,37
D11,149,DWV,1.198,Amp,UNKNOWN,28.08,27.226,1.208,101.904,204.973,145.762,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,23,FALSE,37
G11,149,ACTIN,1.433,Amp,UNKNOWN,16.006,16.57,0.798,545481.44,404809.12,198940.64,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
H11,149,ACTIN,1.392,Amp,UNKNOWN,17.135,16.57,0.798,264136.88,404809.12,198940.64,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,12,FALSE,37
A5,150,DWV,0.834,Inconclusive,UNKNOWN,37.09,37.172,0.116,0.299,0.284,0.021,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,34,FALSE,38
B5,150,DWV,0.813,No Amp,UNKNOWN,37.254,37.172,0.116,0.268,0.284,0.021,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,34,FALSE,38
E5,150,ACTIN,1.186,Amp,UNKNOWN,24.092,23.529,0.797,3024.004,4631.796,2273.762,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,18,FALSE,38
F5,150,ACTIN,1.248,Amp,UNKNOWN,22.965,23.529,0.797,6239.589,4631.796,2273.762,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,17,FALSE,38
C10,151,DWV,1.333,Amp,UNKNOWN,25.29,25.618,0.464,620.373,512.963,151.901,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,20,FALSE,37
D10,151,DWV,1.263,Amp,UNKNOWN,25.947,25.618,0.464,405.553,512.963,151.901,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,21,FALSE,37
G10,151,ACTIN,1.434,Amp,UNKNOWN,15.97,15.945,0.035,558399.4,567381.7,12702.896,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
H10,151,ACTIN,1.434,Amp,UNKNOWN,15.92,15.945,0.035,576364,567381.7,12702.896,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
A6,152,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B6,152,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
E6,152,ACTIN,1.292,Amp,UNKNOWN,21.26,19.771,2.106,18655.479,72552.17,76221.43,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,16,FALSE,38
F6,152,ACTIN,1.387,Amp,UNKNOWN,18.281,19.771,2.106,126448.86,72552.17,76221.43,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,14,FALSE,38
C11,153,DWV,1.34,Amp,UNKNOWN,33.315,32.333,1.389,3.439,7.853,6.243,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,28,FALSE,36
D11,153,DWV,1.334,Amp,UNKNOWN,31.35,32.333,1.389,12.268,7.853,6.243,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,27,FALSE,36
G11,153,ACTIN,1.455,Amp,UNKNOWN,14.31,13.961,0.493,1622200.1,2080024,647460.8,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,10,FALSE,36
H11,153,ACTIN,1.397,Amp,UNKNOWN,13.613,13.961,0.493,2537848,2080024,647460.8,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,10,FALSE,36
C9,154,DWV,1.34,Amp,UNKNOWN,31.435,30.069,1.932,11.614,39.873,39.964,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,27,FALSE,36
D9,154,DWV,1.343,Amp,UNKNOWN,28.702,30.069,1.932,68.132,39.873,39.964,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,24,FALSE,36
G9,154,ACTIN,1.444,Amp,UNKNOWN,14.129,13.844,0.402,1822407.2,2224275.8,568327.94,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,10,FALSE,36
H9,154,ACTIN,1.449,Amp,UNKNOWN,13.56,13.844,0.402,2626144.5,2224275.8,568327.94,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,9,FALSE,36
C5,155,DWV,1.34,Amp,UNKNOWN,29.266,29.545,0.394,47.295,40.127,10.137,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,25,FALSE,37
D5,155,DWV,1.334,Amp,UNKNOWN,29.824,29.545,0.394,32.959,40.127,10.137,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,25,FALSE,37
G5,155,ACTIN,1.441,Amp,UNKNOWN,15.746,15.834,0.125,644811.8,610219.6,48920.688,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
H5,155,ACTIN,1.437,Amp,UNKNOWN,15.922,15.834,0.125,575627.5,610219.6,48920.688,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
C7,161,DWV,1.329,Amp,UNKNOWN,26.551,26.36,0.271,274.182,312.85,54.685,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,22,FALSE,37
D7,161,DWV,1.33,Amp,UNKNOWN,26.168,26.36,0.271,351.518,312.85,54.685,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,21,FALSE,37
G7,161,ACTIN,1.424,Amp,UNKNOWN,15.937,16.119,0.257,570106.4,510753.84,83937.16,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
H7,161,ACTIN,1.418,Amp,UNKNOWN,16.301,16.119,0.257,451401.28,510753.84,83937.16,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
C10,162,DWV,1.321,Amp,UNKNOWN,32.641,32.075,0.8,5.321,8.195,4.064,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,28,FALSE,36
D10,162,DWV,1.329,Amp,UNKNOWN,31.509,32.075,0.8,11.069,8.195,4.064,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,27,FALSE,36
G10,162,ACTIN,1.444,Amp,UNKNOWN,14.363,14.028,0.474,1567264.6,1988631.5,595902.7,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,10,FALSE,36
H10,162,ACTIN,1.444,Amp,UNKNOWN,13.694,14.028,0.474,2409998.2,1988631.5,595902.7,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,10,FALSE,36
C6,163,DWV,1.32,Amp,UNKNOWN,29.713,29.746,0.046,35.411,34.678,1.038,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,25,FALSE,37
D6,163,DWV,1.324,Amp,UNKNOWN,29.778,29.746,0.046,33.944,34.678,1.038,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,25,FALSE,37
G6,163,ACTIN,1.434,Amp,UNKNOWN,16.316,16.401,0.12,447066.75,423965.25,32670.453,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
H6,163,ACTIN,1.426,Amp,UNKNOWN,16.486,16.401,0.12,400863.75,423965.25,32670.453,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
G3,167,ACTIN,1.42,Amp,UNKNOWN,15.35,15.084,0.376,831232.1,1000555.4,239459.25,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,11,FALSE,36
H3,167,ACTIN,1.421,Amp,UNKNOWN,14.818,15.084,0.376,1169878.6,1000555.4,239459.25,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,11,FALSE,36
D1,167,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
E1,167,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
F1,167,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
A1,171,DWV,1.264,Amp,UNKNOWN,34.346,34.346,NA,1.764,1.764,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,35
B1,171,DWV,0,No Amp,UNKNOWN,Undetermined,34.346,NA,1.53E+10,1.764,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E1,171,ACTIN,1.458,Amp,UNKNOWN,14.594,14.531,0.09,1350983.8,1408341.1,81115.57,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F1,171,ACTIN,1.454,Amp,UNKNOWN,14.468,14.531,0.09,1465698.5,1408341.1,81115.57,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
E2,172,ACTIN,1.448,Amp,UNKNOWN,14.207,14.176,0.044,1732840.4,1767931.9,49626.797,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F2,172,ACTIN,1.448,Amp,UNKNOWN,14.145,14.176,0.044,1803023.2,1767931.9,49626.797,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
A10,172,DWV,0,No Amp,UNKNOWN,Undetermined,37.491,NA,1.53E+10,0.23,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
B10,172,DWV,1.055,No Amp,UNKNOWN,37.491,37.491,NA,0.23,0.23,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,33,FALSE,41
C10,172,DWV,0,No Amp,UNKNOWN,Undetermined,37.491,NA,1.53E+10,0.23,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
A3,173,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B3,173,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E3,173,ACTIN,1.453,Amp,UNKNOWN,14.666,14.714,0.067,1290049,1251769.2,54135.574,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F3,173,ACTIN,1.449,Amp,UNKNOWN,14.762,14.714,0.067,1213489.6,1251769.2,54135.574,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
A4,174,DWV,1.301,Amp,UNKNOWN,34.014,34.014,NA,2.186,2.186,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,35
B4,174,DWV,0,No Amp,UNKNOWN,Undetermined,34.014,NA,1.53E+10,2.186,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E4,174,ACTIN,1.446,Amp,UNKNOWN,14.415,14.429,0.02,1516273.8,1502651.4,19264.959,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F4,174,ACTIN,1.433,Amp,UNKNOWN,14.443,14.429,0.02,1489029,1502651.4,19264.959,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
A5,175,DWV,0,No Amp,UNKNOWN,Undetermined,37.931,NA,1.53E+10,0.173,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B5,175,DWV,0.923,No Amp,UNKNOWN,37.931,37.931,NA,0.173,0.173,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,35
E5,175,ACTIN,1.443,Amp,UNKNOWN,14.775,14.717,0.083,1202665.2,1249991.4,66929.21,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F5,175,ACTIN,1.452,Amp,UNKNOWN,14.658,14.717,0.083,1297317.4,1249991.4,66929.21,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
A6,176,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B6,176,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E6,176,ACTIN,1.445,Amp,UNKNOWN,14.402,14.436,0.048,1528644.6,1496184.8,45905.105,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F6,176,ACTIN,1.428,Amp,UNKNOWN,14.47,14.436,0.048,1463725,1496184.8,45905.105,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
C2,177,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
D2,177,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
G2,177,ACTIN,1.435,Amp,UNKNOWN,15.119,15.371,0.356,964465.4,831101.25,188605.4,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
H2,177,ACTIN,1.444,Amp,UNKNOWN,15.623,15.371,0.356,697737.06,831101.25,188605.4,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
G3,178,ACTIN,1.434,Amp,UNKNOWN,15.443,15.711,0.38,783240.5,669015.6,161538.42,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
H3,178,ACTIN,1.439,Amp,UNKNOWN,15.98,15.711,0.38,554790.7,669015.6,161538.42,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
A4,178,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
B4,178,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
C4,178,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,FALSE,41
C4,179,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
D4,179,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
G4,179,ACTIN,1.436,Amp,UNKNOWN,15.692,15.745,0.075,667418.1,645457.75,31056.664,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
H4,179,ACTIN,1.435,Amp,UNKNOWN,15.798,15.745,0.075,623497.4,645457.75,31056.664,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,10,FALSE,37
C1,180,DWV,0.604,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
D1,180,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,39,FALSE,37
G1,180,ACTIN,0.511,No Amp,UNKNOWN,Undetermined,16.087,NA,3.03E+10,517751.25,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,39,FALSE,37
H1,180,ACTIN,1.421,Amp,UNKNOWN,16.087,16.087,NA,517751.25,517751.25,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
A12,181,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
B12,181,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
E12,181,ACTIN,1.439,Amp,UNKNOWN,14.5,14.363,0.195,1435040.6,1574081.8,196633.84,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
F12,181,ACTIN,1.446,Amp,UNKNOWN,14.225,14.363,0.195,1713122.9,1574081.8,196633.84,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,8,FALSE,35
C10,182,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D10,182,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G10,182,ACTIN,1.437,Amp,UNKNOWN,15.129,15.151,0.032,958386.25,944708.5,19343.307,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
H10,182,ACTIN,1.442,Amp,UNKNOWN,15.174,15.151,0.032,931030.7,944708.5,19343.307,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
C9,183,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D9,183,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G9,183,ACTIN,1.444,Amp,UNKNOWN,14.851,14.771,0.113,1145541,1207545,87686.88,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
H9,183,ACTIN,1.446,Amp,UNKNOWN,14.691,14.771,0.113,1269549,1207545,87686.88,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
A1,184,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B1,184,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
E1,184,ACTIN,1.277,Amp,UNKNOWN,23.221,24.795,2.226,5291.63,2996.043,3246.449,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,18,FALSE,38
F1,184,ACTIN,1.206,Amp,UNKNOWN,26.369,24.795,2.226,700.457,2996.043,3246.449,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,19,FALSE,38
C11,185,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
D11,185,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,35
G11,185,ACTIN,1.455,Amp,UNKNOWN,14.68,14.709,0.041,1278815,1255456.9,33033.312,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,9,FALSE,35
H11,185,ACTIN,1.455,Amp,UNKNOWN,14.738,14.709,0.041,1232098.9,1255456.9,33033.312,36.5667,0.9988,-3.584,90.11565,TRUE,0.22,TRUE,3,10,FALSE,35
A11,186,DWV,1.32,Amp,UNKNOWN,31.222,31.289,0.094,13.328,12.779,0.776,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,27,FALSE,37
B11,186,DWV,1.312,Amp,UNKNOWN,31.355,31.289,0.094,12.231,12.779,0.776,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,26,FALSE,37
E11,186,ACTIN,1.425,Amp,UNKNOWN,16.107,16.093,0.019,511313.84,515734.12,6251.218,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
F11,186,ACTIN,1.44,Amp,UNKNOWN,16.08,16.093,0.019,520154.4,515734.12,6251.218,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
A12,187,DWV,1.33,Amp,UNKNOWN,23.516,23.518,0.002,1955.926,1954.321,2.27,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,19,FALSE,37
B12,187,DWV,1.333,Amp,UNKNOWN,23.519,23.518,0.002,1952.716,1954.321,2.27,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,19,FALSE,37
E12,187,ACTIN,1.426,Amp,UNKNOWN,16.209,16.198,0.015,478856.72,482206.44,4737.238,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
F12,187,ACTIN,1.437,Amp,UNKNOWN,16.187,16.198,0.015,485556.16,482206.44,4737.238,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
A9,189,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B9,189,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E9,189,ACTIN,0,No Amp,UNKNOWN,Undetermined,21.136,NA,3.03E+10,20209.342,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F9,189,ACTIN,1.325,Amp,UNKNOWN,21.136,21.136,NA,20209.342,20209.342,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,17,FALSE,36
A10,190,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B10,190,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E10,190,ACTIN,0.527,No Amp,UNKNOWN,Undetermined,20.922,NA,3.03E+10,23177.969,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,35,FALSE,36
F10,190,ACTIN,1.394,Amp,UNKNOWN,20.922,20.922,NA,23177.969,23177.969,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,17,FALSE,36
A11,191,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B11,191,DWV,0.475,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,35,FALSE,36
E11,191,ACTIN,0.64,No Amp,UNKNOWN,Undetermined,18.753,NA,3.03E+10,93372.62,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,35,FALSE,36
F11,191,ACTIN,1.387,Amp,UNKNOWN,18.753,18.753,NA,93372.62,93372.62,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,14,FALSE,36
A12,192,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B12,192,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E12,192,ACTIN,0,No Amp,UNKNOWN,Undetermined,18.63,NA,3.03E+10,101062.15,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F12,192,ACTIN,1.38,Amp,UNKNOWN,18.63,18.63,NA,101062.15,101062.15,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,14,FALSE,36
A1,194,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B1,194,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E1,194,ACTIN,1.16,Amp,UNKNOWN,28.583,28.583,NA,168.916,168.916,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,23,FALSE,36
F1,194,ACTIN,0,No Amp,UNKNOWN,Undetermined,28.583,NA,3.03E+10,168.916,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
A2,195,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B2,195,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E2,195,ACTIN,0,No Amp,UNKNOWN,Undetermined,33.695,NA,3.03E+10,6.328,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F2,195,ACTIN,0.973,Amp,UNKNOWN,33.695,33.695,NA,6.328,6.328,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,28,FALSE,36
C2,196,DWV,1.326,Amp,UNKNOWN,29.169,29.504,0.474,50.354,41.49,12.536,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,26,FALSE,35
